2019,12,10,1,8,11,27,yokado,A1,0:05:27
2019,12,10,1,8,51,5,yokado,A2,0:05:05
2019,12,10,1,9,29,9,yokado,A3,0:03:09
2019,12,10,1,10,8,48,yokado,A4,0:02:48
2019,12,10,1,10,47,12,yokado,A5,0:01:12
2019,12,10,1,11,27,52,yokado,A6,0:01:52
2019,12,11,2,8,9,6,yokado,A1,0:03:06
2019,12,11,2,8,47,0,yokado,A2,0:01:00
2019,12,11,2,9,29,10,yokado,A3,0:03:10
2019,12,11,2,10,9,19,yokado,A4,0:03:19
2019,12,11,2,10,48,7,yokado,A5,0:02:07
2019,12,11,2,11,28,4,yokado,A6,0:02:04
2019,12,11,2,12,5,49,yokado,A7,"-1 day, 23:59:49"
2019,12,11,2,12,46,45,yokado,A8,0:00:45
2019,12,11,2,14,7,53,yokado,A10,0:01:53
2019,12,11,2,14,50,48,yokado,A11,0:04:48
2019,12,11,2,15,26,50,yokado,A12,0:00:50
2019,12,11,2,16,19,17,yokado,A13,0:03:17
2019,12,12,3,8,8,56,yokado,A1,0:02:56
2019,12,12,3,8,49,0,yokado,A2,0:03:00
2019,12,12,3,9,29,30,yokado,A3,0:03:30
2019,12,12,3,10,8,17,yokado,A4,0:02:17
2019,12,12,3,10,47,8,yokado,A5,0:01:08
2019,12,12,3,11,28,6,yokado,A6,0:02:06
2019,12,12,3,12,6,24,yokado,A7,0:00:24
2019,12,12,3,12,50,1,yokado,A8,0:04:01
2019,12,12,3,13,26,47,yokado,A9,0:00:47
2019,12,12,3,14,7,19,yokado,A10,0:01:19
2019,12,12,3,14,50,37,yokado,A11,0:04:37
2019,12,12,3,15,27,1,yokado,A12,0:01:01
2019,12,12,3,16,19,35,yokado,A13,0:03:35
2019,12,13,4,8,11,31,yokado,A1,0:05:31
2019,12,13,4,8,49,31,yokado,A2,0:03:31
2019,12,13,4,9,28,19,yokado,A3,0:02:19
2019,12,13,4,10,7,58,yokado,A4,0:01:58
2019,12,13,4,10,49,6,yokado,A5,0:03:06
2019,12,13,4,11,29,58,yokado,A6,0:03:58
2019,12,13,4,12,7,58,yokado,A7,0:01:58
2019,12,13,4,12,47,55,yokado,A8,0:01:55
2019,12,13,4,13,27,58,yokado,A9,0:01:58
2019,12,13,4,14,8,15,yokado,A10,0:02:15
2019,12,13,4,14,49,42,yokado,A11,0:03:42
2019,12,13,4,15,29,51,yokado,A12,0:03:51
2019,12,13,4,16,22,22,yokado,A13,0:06:22
2019,12,16,0,8,9,16,yokado,A1,0:03:16
2019,12,16,0,9,28,27,yokado,A3,0:02:27
2019,12,16,0,10,8,26,yokado,A4,0:02:26
2019,12,16,0,10,48,15,yokado,A5,0:02:15
2019,12,16,0,11,28,28,yokado,A6,0:02:28
2019,12,16,0,12,6,59,yokado,A7,0:00:59
2019,12,16,0,12,48,9,yokado,A8,0:02:09
2019,12,16,0,13,27,41,yokado,A9,0:01:41
2019,12,16,0,14,6,40,yokado,A10,0:00:40
2019,12,16,0,14,47,32,yokado,A11,0:01:32
2019,12,16,0,15,28,57,yokado,A12,0:02:57
2019,12,16,0,16,17,25,yokado,A13,0:01:25
2019,12,17,1,8,10,36,yokado,A1,0:04:36
2019,12,17,1,8,48,34,yokado,A2,0:02:34
2019,12,17,1,9,28,43,yokado,A3,0:02:43
2019,12,17,1,10,10,2,yokado,A4,0:04:02
2019,12,17,1,10,48,8,yokado,A5,0:02:08
2019,12,17,1,11,30,53,yokado,A6,0:04:53
2019,12,17,1,12,7,14,yokado,A7,0:01:14
2019,12,17,1,12,46,58,yokado,A8,0:00:58
2019,12,17,1,13,27,59,yokado,A9,0:01:59
2019,12,17,1,14,7,11,yokado,A10,0:01:11
2019,12,17,1,14,48,14,yokado,A11,0:02:14
2019,12,17,1,15,27,46,yokado,A12,0:01:46
2019,12,17,1,16,19,33,yokado,A13,0:03:33
2019,12,18,2,8,9,52,yokado,A1,0:03:52
2019,12,18,2,8,47,3,yokado,A2,0:01:03
2019,12,18,2,9,29,5,yokado,A3,0:03:05
2019,12,18,2,10,9,29,yokado,A4,0:03:29
2019,12,18,2,10,50,59,yokado,A5,0:04:59
2019,12,18,2,11,29,26,yokado,A6,0:03:26
2019,12,18,2,12,7,30,yokado,A7,0:01:30
2019,12,18,2,12,47,43,yokado,A8,0:01:43
2019,12,18,2,13,26,19,yokado,A9,0:00:19
2019,12,18,2,14,9,7,yokado,A10,0:03:07
2019,12,18,2,14,52,17,yokado,A11,0:06:17
2019,12,18,2,15,29,34,yokado,A12,0:03:34
2019,12,18,2,16,20,17,yokado,A13,0:04:17
2019,12,19,3,8,16,54,yokado,A1,0:10:54
2019,12,19,3,8,48,21,yokado,A2,0:02:21
2019,12,19,3,9,29,34,yokado,A3,0:03:34
2019,12,19,3,10,8,32,yokado,A4,0:02:32
2019,12,19,3,10,47,30,yokado,A5,0:01:30
2019,12,19,3,11,29,33,yokado,A6,0:03:33
2019,12,19,3,12,6,42,yokado,A7,0:00:42
2019,12,20,4,8,10,18,yokado,A1,0:04:18
2019,12,20,4,8,47,38,yokado,A2,0:01:38
2019,12,20,4,9,28,57,yokado,A3,0:02:57
2019,12,20,4,10,7,15,yokado,A4,0:01:15
2019,12,20,4,10,49,11,yokado,A5,0:03:11
2019,12,20,4,11,30,9,yokado,A6,0:04:09
2019,12,20,4,12,7,2,yokado,A7,0:01:02
2019,12,20,4,12,52,9,yokado,A8,0:06:09
2019,12,20,4,13,26,8,yokado,A9,0:00:08
2019,12,20,4,14,6,58,yokado,A10,0:00:58
2019,12,20,4,14,48,39,yokado,A11,0:02:39
2019,12,20,4,15,30,42,yokado,A12,0:04:42
2019,12,20,4,16,21,9,yokado,A13,0:05:09
2019,12,23,0,8,7,55,yokado,A1,0:01:55
2019,12,23,0,10,7,49,yokado,A4,0:01:49
2019,12,23,0,10,50,42,yokado,A5,0:04:42
2019,12,23,0,11,28,27,yokado,A6,0:02:27
2019,12,23,0,12,7,30,yokado,A7,0:01:30
2019,12,23,0,12,48,16,yokado,A8,0:02:16
2019,12,23,0,13,29,0,yokado,A9,0:03:00
2019,12,23,0,14,7,9,yokado,A10,0:01:09
2019,12,23,0,14,47,18,yokado,A11,0:01:18
2019,12,23,0,15,28,26,yokado,A12,0:02:26
2019,12,23,0,16,21,8,yokado,A13,0:05:08
2019,12,24,1,8,8,49,yokado,A1,0:02:49
2019,12,24,1,8,46,44,yokado,A2,0:00:44
2019,12,24,1,9,29,17,yokado,A3,0:03:17
2019,12,24,1,10,8,35,yokado,A4,0:02:35
2019,12,24,1,10,50,56,yokado,A5,0:04:56
2019,12,24,1,14,10,27,yokado,A10,0:04:27
2019,12,24,1,14,50,6,yokado,A11,0:04:06
2019,12,24,1,15,36,33,yokado,A12,0:10:33
2019,12,24,1,16,19,26,yokado,A13,0:03:26
2019,12,26,3,8,46,51,yokado,A2,0:00:51
2019,12,26,3,9,29,40,yokado,A3,0:03:40
2019,12,26,3,12,8,49,yokado,A7,0:02:49
2019,12,26,3,12,47,43,yokado,A8,0:01:43
2019,12,26,3,13,32,4,yokado,A9,0:06:04
2019,12,26,3,14,7,43,yokado,A10,0:01:43
2019,12,26,3,14,49,16,yokado,A11,0:03:16
2019,12,26,3,15,28,43,yokado,A12,0:02:43
2019,12,26,3,16,20,15,yokado,A13,0:04:15
2019,12,27,4,8,8,20,yokado,A1,0:02:20
2019,12,27,4,8,48,25,yokado,A2,0:02:25
2019,12,27,4,9,28,10,yokado,A3,0:02:10
2019,12,27,4,10,7,14,yokado,A4,0:01:14
2019,12,27,4,10,51,18,yokado,A5,0:05:18
2019,12,27,4,11,28,16,yokado,A6,0:02:16
2019,12,27,4,12,7,18,yokado,A7,0:01:18
2019,12,27,4,12,51,31,yokado,A8,0:05:31
2019,12,27,4,13,28,23,yokado,A9,0:02:23
